"age","job","marital","education","loan","contact","month","day_of_week","campaign","subscribed_deposit"
37,"technician","married","professional.course","no","telephone","may","tue",2,"yes"
46,"housemaid","married","basic.9y","no","telephone","may","tue",1,"yes"
35,"blue-collar","married","professional.course","no","telephone","may","tue",1,"yes"
47,"admin.","divorced","university.degree","no","telephone","may","tue",1,"no"
46,"management","married","unknown","no","telephone","may","tue",1,"yes"
40,"technician","married","professional.course","yes","telephone","may","tue",1,"yes"
26,"housemaid","married","university.degree","no","telephone","may","tue",1,"yes"
32,"blue-collar","divorced","basic.9y","no","telephone","may","tue",2,"no"
45,"management","married","university.degree","no","telephone","may","tue",1,"yes"
34,"admin.","married","basic.9y","no","telephone","may","tue",1,"yes"
47,"blue-collar","married","unknown","no","telephone","may","tue",1,"yes"
42,"technician","married","professional.course","no","telephone","may","tue",1,"yes"
57,"technician","married","basic.4y","yes","telephone","may","tue",1,"no"
57,"technician","married","basic.4y","no","telephone","may","tue",1,"no"
38,"blue-collar","married","basic.4y","yes","telephone","may","tue",1,"yes"
57,"technician","married","basic.4y","no","telephone","may","tue",1,"no"
28,"student","single","basic.9y","no","telephone","may","tue",1,"no"
60,"management","married","university.degree","no","telephone","may","tue",2,"no"
48,"admin.","married","university.degree","no","telephone","may","tue",1,"yes"
47,"technician","married","professional.course","no","telephone","may","tue",1,"yes"
40,"admin.","married","high.school","no","telephone","may","tue",1,"yes"
51,"management","married","professional.course","no","telephone","may","tue",2,"no"
48,"unemployed","single","basic.4y","no","telephone","may","tue",1,"no"
54,"housemaid","married","basic.4y","no","telephone","may","tue",2,"no"
40,"blue-collar","married","basic.6y","yes","telephone","may","tue",1,"yes"
44,"admin.","single","basic.9y","no","telephone","may","tue",1,"no"
42,"technician","divorced","high.school","no","telephone","may","tue",4,"no"
52,"self-employed","married","university.degree","no","telephone","may","tue",1,"no"
31,"blue-collar","single","basic.9y","no","telephone","may","tue",1,"no"
32,"services","married","high.school","no","telephone","may","tue",1,"yes"
44,"admin.","married","high.school","yes","telephone","may","tue",1,"yes"
39,"management","married","basic.6y","no","telephone","may","tue",1,"yes"
57,"management","married","professional.course","no","telephone","may","tue",3,"no"
52,"admin.","married","basic.4y","no","telephone","may","tue",1,"no"
42,"management","married","university.degree","no","telephone","may","tue",1,"yes"
42,"technician","single","professional.course","unknown","telephone","may","tue",1,"no"
43,"management","married","professional.course","no","telephone","may","tue",1,"yes"
31,"admin.","divorced","high.school","no","telephone","may","tue",1,"no"
29,"admin.","married","university.degree","no","telephone","may","tue",1,"yes"
57,"blue-collar","divorced","basic.4y","no","telephone","may","tue",2,"no"
44,"blue-collar","married","basic.9y","no","telephone","may","tue",1,"yes"
59,"unknown","married","unknown","no","telephone","may","tue",1,"no"
39,"blue-collar","married","basic.4y","no","telephone","may","tue",1,"yes"
57,"retired","married","university.degree","no","telephone","may","tue",1,"no"
41,"management","married","unknown","no","telephone","may","tue",1,"yes"
37,"technician","single","high.school","yes","telephone","may","tue",1,"no"
38,"services","married","high.school","no","telephone","may","tue",1,"yes"
42,"retired","married","basic.4y","no","telephone","may","tue",1,"yes"
49,"unknown","married","unknown","no","telephone","may","tue",1,"yes"
54,"management","married","basic.6y","yes","telephone","may","tue",1,"no"
36,"admin.","married","university.degree","unknown","telephone","may","tue",2,"yes"
32,"admin.","single","university.degree","no","telephone","may","tue",1,"no"
35,"technician","married","professional.course","no","telephone","may","tue",1,"yes"
45,"housemaid","married","professional.course","no","telephone","may","tue",2,"yes"
56,"technician","married","unknown","no","telephone","may","tue",2,"no"
34,"technician","married","university.degree","no","telephone","may","tue",2,"yes"
41,"unemployed","married","basic.9y","no","telephone","may","tue",2,"yes"
41,"services","married","basic.9y","no","telephone","may","tue",2,"yes"
36,"blue-collar","married","basic.9y","no","telephone","may","tue",1,"yes"
32,"admin.","single","university.degree","unknown","telephone","may","tue",1,"no"
31,"services","married","high.school","unknown","telephone","may","tue",1,"yes"
38,"technician","married","professional.course","no","telephone","may","tue",1,"yes"
35,"admin.","divorced","university.degree","no","telephone","may","tue",1,"no"
53,"admin.","married","professional.course","no","telephone","may","tue",2,"no"
51,"admin.","married","basic.6y","no","telephone","may","tue",1,"no"
56,"entrepreneur","married","university.degree","no","telephone","may","tue",1,"no"
33,"admin.","married","basic.9y","unknown","telephone","may","tue",1,"yes"
33,"admin.","married","basic.9y","no","telephone","may","tue",1,"yes"
51,"services","divorced","high.school","no","telephone","may","tue",1,"no"
39,"services","married","high.school","no","telephone","may","tue",1,"yes"
45,"entrepreneur","married","university.degree","no","telephone","may","tue",1,"yes"
40,"technician","single","university.degree","no","telephone","may","tue",3,"no"
60,"unknown","single","unknown","no","telephone","may","tue",1,"no"
33,"technician","married","university.degree","no","telephone","may","tue",1,"yes"
47,"blue-collar","married","high.school","no","telephone","may","tue",1,"yes"
48,"blue-collar","married","basic.4y","no","telephone","may","tue",1,"yes"
43,"entrepreneur","married","high.school","no","telephone","may","tue",2,"yes"
37,"management","married","university.degree","no","telephone","may","tue",1,"yes"
50,"services","married","basic.9y","yes","telephone","may","tue",1,"no"
59,"entrepreneur","married","high.school","no","telephone","may","tue",1,"no"
32,"technician","married","unknown","no","telephone","may","tue",2,"yes"
42,"housemaid","single","basic.4y","no","telephone","may","tue",1,"no"
52,"blue-collar","married","basic.4y","no","telephone","may","tue",2,"no"
42,"blue-collar","married","unknown","no","telephone","may","tue",2,"yes"
42,"admin.","married","unknown","no","telephone","may","tue",1,"yes"
40,"management","married","basic.9y","unknown","telephone","may","tue",1,"yes"
38,"blue-collar","married","basic.9y","no","telephone","may","tue",1,"yes"
39,"blue-collar","married","basic.6y","no","telephone","may","tue",1,"yes"
39,"blue-collar","married","basic.6y","no","telephone","may","tue",1,"yes"
38,"admin.","married","high.school","no","telephone","may","tue",1,"yes"
47,"admin.","single","unknown","no","telephone","may","tue",1,"no"
30,"services","single","high.school","no","telephone","may","tue",1,"no"
38,"admin.","divorced","high.school","yes","telephone","may","tue",2,"no"
39,"technician","divorced","university.degree","no","telephone","may","tue",1,"no"
44,"admin.","married","high.school","no","telephone","may","tue",2,"yes"
36,"admin.","married","high.school","no","telephone","may","tue",2,"yes"
41,"services","married","high.school","yes","telephone","may","tue",1,"yes"
41,"blue-collar","married","basic.6y","no","telephone","may","tue",1,"yes"
35,"blue-collar","married","basic.9y","no","telephone","may","tue",2,"yes"
41,"technician","married","high.school","no","telephone","may","tue",1,"yes"
36,"services","married","high.school","no","telephone","may","tue",1,"yes"
35,"admin.","single","high.school","yes","telephone","may","tue",1,"no"
33,"blue-collar","single","basic.4y","no","telephone","may","tue",1,"no"
38,"admin.","single","basic.6y","no","telephone","may","tue",1,"no"
33,"self-employed","married","university.degree","no","telephone","may","tue",1,"yes"
55,"self-employed","married","unknown","no","telephone","may","tue",1,"no"
36,"blue-collar","single","basic.9y","no","telephone","may","tue",1,"no"
57,"technician","married","professional.course","yes","telephone","may","tue",1,"no"
32,"entrepreneur","single","university.degree","no","telephone","may","tue",2,"no"
30,"self-employed","single","high.school","no","telephone","may","tue",1,"no"
43,"admin.","married","professional.course","yes","telephone","may","tue",2,"yes"
46,"admin.","married","university.degree","no","telephone","may","tue",2,"yes"
35,"admin.","divorced","high.school","yes","telephone","may","tue",2,"no"
34,"admin.","single","university.degree","yes","telephone","may","tue",1,"no"
50,"blue-collar","married","basic.4y","unknown","telephone","may","tue",1,"no"
39,"admin.","single","university.degree","no","telephone","may","tue",2,"no"
39,"blue-collar","married","basic.9y","no","telephone","may","tue",1,"yes"
42,"entrepreneur","married","basic.6y","no","telephone","may","tue",2,"yes"
57,"retired","married","university.degree","no","telephone","may","tue",1,"no"
45,"blue-collar","married","basic.4y","no","telephone","may","tue",1,"yes"
40,"technician","married","basic.4y","yes","telephone","may","tue",1,"yes"
42,"blue-collar","married","high.school","yes","telephone","may","tue",3,"yes"
40,"technician","married","basic.4y","no","telephone","may","tue",1,"yes"
38,"blue-collar","single","basic.4y","no","telephone","may","tue",1,"no"
39,"blue-collar","married","basic.6y","yes","telephone","may","tue",1,"yes"
41,"blue-collar","married","basic.4y","no","telephone","may","tue",1,"yes"
39,"blue-collar","married","basic.6y","no","telephone","may","tue",1,"yes"
41,"blue-collar","married","basic.4y","yes","telephone","may","tue",1,"yes"
45,"admin.","married","university.degree","no","telephone","may","tue",1,"yes"
35,"admin.","divorced","university.degree","unknown","telephone","may","tue",1,"no"
35,"admin.","married","basic.6y","no","telephone","may","tue",1,"yes"
49,"blue-collar","married","high.school","no","telephone","may","tue",1,"yes"
36,"technician","married","unknown","no","telephone","may","tue",2,"yes"
23,"admin.","single","university.degree","no","telephone","may","tue",3,"no"
43,"unemployed","married","university.degree","unknown","telephone","may","tue",2,"yes"
49,"entrepreneur","married","professional.course","unknown","telephone","may","tue",2,"yes"
36,"technician","married","professional.course","unknown","telephone","may","tue",2,"yes"
51,"blue-collar","married","basic.9y","no","telephone","may","tue",2,"no"
56,"retired","married","basic.4y","yes","telephone","may","tue",4,"no"
45,"housemaid","married","high.school","no","telephone","may","tue",2,"yes"
42,"admin.","married","high.school","no","telephone","may","tue",3,"yes"
41,"admin.","divorced","high.school","no","telephone","may","tue",4,"no"
32,"services","married","high.school","yes","telephone","may","tue",2,"yes"
46,"management","married","university.degree","no","telephone","may","tue",2,"yes"
37,"blue-collar","married","unknown","no","telephone","may","tue",3,"yes"
53,"management","married","university.degree","no","telephone","may","tue",1,"no"
30,"blue-collar","married","basic.4y","no","telephone","may","tue",2,"yes"
45,"unknown","married","unknown","no","telephone","may","tue",1,"yes"
24,"technician","single","professional.course","yes","telephone","may","tue",2,"no"
45,"unknown","married","unknown","no","telephone","may","tue",1,"yes"
34,"admin.","single","university.degree","yes","telephone","may","tue",2,"no"
41,"management","married","university.degree","no","telephone","may","tue",2,"yes"
59,"blue-collar","married","basic.4y","no","telephone","may","tue",2,"no"
45,"blue-collar","married","basic.4y","no","telephone","may","tue",1,"yes"
